order_id,city_tier,category,delivery_status,item_accuracy,resolution_outcome,complaint_channel,reorder_risk,delivery_failure
NYK101204,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101205,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101206,tier2,makeup,on_time,wrong_item,replaced,none,0,0
NYK101207,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101208,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101209,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101210,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK101211,tier3,haircare,delayed,correct,denied,email,0,1
NYK101212,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK101213,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101214,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101215,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK101216,metro,makeup,delayed,correct,denied,call,0,1
NYK101217,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK101218,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101219,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101220,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101221,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101222,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101223,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101224,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101225,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK101226,tier2,makeup,on_time,damaged,refunded,none,0,0
NYK101227,tier2,skincare,on_time,wrong_item,unresolved,email,1,0
NYK101228,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK101229,metro,makeup,on_time,wrong_item,replaced,app,0,0
NYK101230,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK101231,tier2,makeup,not_delivered,correct,unresolved,email,0,1
NYK101232,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK101233,tier2,skincare,delayed,correct,unresolved,app,0,1
NYK101234,metro,makeup,on_time,damaged,refunded,call,0,0
NYK101235,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101236,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101237,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101238,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101239,metro,makeup,on_time,damaged,replaced,app,0,0
NYK101240,tier3,makeup,delayed,correct,replaced,call,0,1
NYK101241,metro,skincare,on_time,wrong_item,replaced,call,0,0
NYK101242,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101243,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101244,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101245,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101246,tier2,wellness,on_time,correct,not_applicable,call,0,0
NYK101247,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK101248,tier3,makeup,on_time,correct,not_applicable,none,0,0
NYK101249,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK101250,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK101251,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101252,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101253,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101254,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK101255,tier3,wellness,on_time,correct,not_applicable,none,0,0
NYK101256,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK101257,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101258,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101259,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101260,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101261,tier2,skincare,delayed,wrong_item,denied,call,1,1
NYK101262,metro,skincare,on_time,damaged,refunded,call,0,0
NYK101263,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK101264,tier2,makeup,on_time,wrong_item,denied,social,1,0
NYK101265,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK101266,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101267,tier3,haircare,on_time,correct,not_applicable,call,0,0
NYK101268,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK101269,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101270,tier3,makeup,on_time,damaged,unresolved,app,1,0
NYK101271,metro,skincare,on_time,damaged,unresolved,social,1,0
NYK101272,metro,makeup,delayed,correct,refunded,email,0,1
NYK101273,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101274,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101275,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101276,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101277,metro,haircare,on_time,wrong_item,unresolved,call,1,0
NYK101278,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK101279,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101280,metro,haircare,on_time,damaged,refunded,call,0,0
NYK101281,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK101282,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK101283,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK101284,tier3,haircare,delayed,correct,replaced,call,0,1
NYK101285,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101286,metro,makeup,delayed,correct,refunded,email,0,1
NYK101287,metro,wellness,delayed,correct,denied,social,0,1
NYK101288,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK101289,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK101290,tier2,haircare,delayed,correct,refunded,email,0,1
NYK101291,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK101292,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK101293,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK101294,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101295,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101296,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101297,metro,makeup,delayed,damaged,refunded,email,0,1
NYK101298,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK101299,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK101300,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101301,tier2,makeup,not_delivered,correct,refunded,app,0,1
NYK101302,tier3,makeup,delayed,correct,unresolved,app,0,1
NYK101303,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101304,tier3,haircare,delayed,correct,replaced,app,0,1
NYK101305,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101306,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101307,tier2,haircare,delayed,correct,denied,call,0,1
NYK101308,metro,skincare,on_time,damaged,denied,call,1,0
NYK101309,tier3,haircare,on_time,damaged,replaced,email,0,0
NYK101310,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101311,tier3,haircare,on_time,correct,not_applicable,call,0,0
NYK101312,tier2,wellness,on_time,wrong_item,refunded,none,0,0
NYK101313,metro,skincare,on_time,damaged,refunded,app,0,0
NYK101314,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101315,tier2,makeup,on_time,damaged,replaced,app,0,0
NYK101316,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101317,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK101318,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK101319,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK101320,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101321,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101322,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101323,tier3,skincare,delayed,correct,unresolved,call,0,1
NYK101324,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101325,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101326,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101327,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK101328,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101329,metro,skincare,delayed,correct,refunded,app,0,1
NYK101330,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101331,tier2,wellness,delayed,correct,denied,none,0,1
NYK101332,tier2,makeup,on_time,wrong_item,denied,email,1,0
NYK101333,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK101334,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK101335,tier3,makeup,on_time,correct,not_applicable,none,0,0
NYK101336,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101337,tier2,skincare,on_time,wrong_item,unresolved,app,1,0
NYK101338,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101339,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101340,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101341,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK101342,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101343,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK101344,tier3,skincare,on_time,correct,not_applicable,none,0,0
NYK101345,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK101346,tier2,wellness,on_time,correct,not_applicable,email,0,0
NYK101347,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101348,tier2,makeup,on_time,damaged,refunded,app,0,0
NYK101349,metro,haircare,delayed,correct,unresolved,call,0,1
NYK101350,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK101351,tier3,wellness,on_time,correct,not_applicable,social,0,0
NYK101352,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101353,metro,makeup,on_time,wrong_item,denied,app,1,0
NYK101354,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101355,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101356,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101357,tier2,wellness,delayed,correct,replaced,none,0,1
NYK101358,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101359,metro,makeup,on_time,wrong_item,denied,app,1,0
NYK101360,tier2,skincare,delayed,correct,refunded,call,0,1
NYK101361,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101362,tier2,makeup,delayed,wrong_item,denied,none,1,1
NYK101363,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101364,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101365,tier2,makeup,delayed,correct,denied,email,0,1
NYK101366,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101367,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101368,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101369,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK101370,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101371,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101372,tier2,wellness,on_time,wrong_item,denied,call,1,0
NYK101373,tier3,haircare,delayed,correct,unresolved,call,0,1
NYK101374,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101375,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101376,tier2,skincare,delayed,correct,denied,call,0,1
NYK101377,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK101378,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK101379,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK101380,tier2,haircare,on_time,damaged,refunded,call,0,0
NYK101381,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK101382,tier2,haircare,on_time,correct,not_applicable,none,0,0
NYK101383,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK101384,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101385,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101386,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101387,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101388,tier3,wellness,on_time,correct,not_applicable,email,0,0
NYK101389,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101390,tier3,skincare,on_time,correct,not_applicable,social,0,0
NYK101391,tier3,makeup,on_time,wrong_item,refunded,none,0,0
NYK101392,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101393,metro,skincare,on_time,damaged,unresolved,none,1,0
NYK101394,tier3,makeup,delayed,correct,denied,social,0,1
NYK101395,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101396,tier2,haircare,delayed,correct,unresolved,social,0,1
NYK101397,tier3,skincare,delayed,correct,replaced,app,0,1
NYK101398,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101399,metro,haircare,not_delivered,correct,replaced,none,0,1
NYK101400,tier2,skincare,on_time,wrong_item,unresolved,call,1,0
NYK101401,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101402,tier3,skincare,on_time,correct,not_applicable,none,0,0
NYK101403,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101404,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101405,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101406,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK101407,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101408,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK101409,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK101410,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101411,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK101412,tier3,makeup,delayed,correct,denied,app,0,1
NYK101413,tier3,wellness,on_time,wrong_item,replaced,call,0,0
NYK101414,metro,makeup,delayed,correct,refunded,email,0,1
NYK101415,tier3,skincare,delayed,correct,unresolved,call,0,1
NYK101416,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK101417,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101418,tier3,haircare,delayed,correct,denied,app,0,1
NYK101419,tier3,haircare,delayed,correct,replaced,app,0,1
NYK101420,tier2,skincare,on_time,damaged,replaced,call,0,0
NYK101421,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101422,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101423,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101424,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK101425,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101426,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101427,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101428,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101429,tier2,skincare,delayed,correct,refunded,app,0,1
NYK101430,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101431,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK101432,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101433,metro,wellness,on_time,wrong_item,replaced,app,0,0
NYK101434,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101435,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK101436,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101437,tier2,skincare,on_time,wrong_item,refunded,none,0,0
NYK101438,tier3,haircare,delayed,correct,refunded,app,0,1
NYK101439,tier3,makeup,delayed,correct,denied,app,0,1
NYK101440,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101441,metro,wellness,on_time,wrong_item,replaced,none,0,0
NYK101442,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101443,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK101444,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101445,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101446,tier3,haircare,delayed,correct,denied,call,0,1
NYK101447,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101448,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101449,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101450,tier3,skincare,delayed,correct,replaced,call,0,1
NYK101451,tier2,skincare,delayed,correct,refunded,app,0,1
NYK101452,tier3,makeup,on_time,correct,not_applicable,social,0,0
NYK101453,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK101454,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101455,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101456,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101457,tier2,haircare,on_time,wrong_item,replaced,call,0,0
NYK101458,tier3,makeup,delayed,wrong_item,refunded,app,0,1
NYK101459,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101460,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101461,tier2,haircare,on_time,wrong_item,denied,app,1,0
NYK101462,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101463,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101464,tier2,makeup,delayed,correct,unresolved,email,0,1
NYK101465,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101466,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101467,metro,haircare,on_time,damaged,denied,call,1,0
NYK101468,tier2,wellness,delayed,correct,denied,email,0,1
NYK101469,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101470,tier3,makeup,on_time,correct,not_applicable,social,0,0
NYK101471,metro,makeup,on_time,correct,not_applicable,social,0,0
NYK101472,metro,wellness,on_time,correct,not_applicable,social,0,0
NYK101473,tier2,makeup,on_time,wrong_item,unresolved,social,1,0
NYK101474,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK101475,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK101476,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101477,tier3,makeup,delayed,correct,denied,email,0,1
NYK101478,tier2,skincare,delayed,correct,replaced,app,0,1
NYK101479,tier2,skincare,delayed,correct,denied,call,0,1
NYK101480,tier2,haircare,on_time,correct,not_applicable,none,0,0
NYK101481,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101482,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101483,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101484,tier2,wellness,on_time,damaged,replaced,app,0,0
NYK101485,metro,haircare,on_time,wrong_item,refunded,call,0,0
NYK101486,tier3,skincare,delayed,correct,denied,call,0,1
NYK101487,tier2,haircare,delayed,damaged,denied,call,1,1
NYK101488,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101489,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK101490,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101491,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK101492,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK101493,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK101494,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101495,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK101496,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK101497,tier2,makeup,not_delivered,correct,refunded,app,0,1
NYK101498,metro,makeup,on_time,damaged,unresolved,call,1,0
NYK101499,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101500,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK101501,tier3,skincare,on_time,correct,not_applicable,none,0,0
NYK101502,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101503,tier2,haircare,on_time,correct,not_applicable,social,0,0
NYK101504,tier3,haircare,delayed,correct,refunded,email,0,1
NYK101505,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK101506,tier2,wellness,on_time,correct,not_applicable,none,0,0
NYK101507,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101508,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101509,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK101510,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101511,metro,skincare,not_delivered,correct,denied,call,0,1
NYK101512,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101513,tier2,haircare,on_time,correct,not_applicable,social,0,0
NYK101514,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101515,metro,makeup,on_time,correct,not_applicable,social,0,0
NYK101516,metro,haircare,not_delivered,correct,unresolved,call,0,1
NYK101517,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK101518,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK101519,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK101520,metro,wellness,on_time,correct,not_applicable,email,0,0
NYK101521,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK101522,tier3,skincare,delayed,correct,refunded,app,0,1
NYK101523,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101524,tier2,skincare,delayed,correct,unresolved,app,0,1
NYK101525,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK101526,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101527,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK101528,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101529,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101530,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101531,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK101532,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101533,tier2,skincare,on_time,wrong_item,denied,social,1,0
NYK101534,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK101535,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101536,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101537,tier2,makeup,on_time,wrong_item,denied,app,1,0
NYK101538,tier3,makeup,delayed,correct,unresolved,email,0,1
NYK101539,tier2,haircare,delayed,correct,denied,email,0,1
NYK101540,tier3,haircare,delayed,damaged,replaced,app,0,1
NYK101541,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK101542,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK101543,metro,makeup,on_time,wrong_item,denied,email,1,0
NYK101544,tier2,skincare,on_time,wrong_item,replaced,email,0,0
NYK101545,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101546,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101547,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK101548,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK101549,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101550,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101551,tier2,skincare,delayed,correct,refunded,none,0,1
NYK101552,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK101553,metro,skincare,on_time,damaged,refunded,app,0,0
NYK101554,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101555,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101556,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK101557,tier2,skincare,delayed,correct,replaced,none,0,1
NYK101558,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101559,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101560,tier3,makeup,delayed,correct,denied,call,0,1
NYK101561,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK101562,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101563,tier3,wellness,on_time,correct,not_applicable,app,0,0
NYK101564,tier3,makeup,on_time,damaged,unresolved,social,1,0
NYK101565,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101566,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101567,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101568,tier2,makeup,on_time,wrong_item,unresolved,call,1,0
NYK101569,tier2,haircare,on_time,correct,not_applicable,social,0,0
NYK101570,tier2,haircare,delayed,correct,refunded,call,0,1
NYK101571,tier2,makeup,not_delivered,correct,replaced,call,0,1
NYK101572,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK101573,tier3,makeup,delayed,correct,replaced,social,0,1
NYK101574,metro,makeup,on_time,wrong_item,refunded,none,0,0
NYK101575,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101576,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK101577,tier3,haircare,on_time,correct,not_applicable,call,0,0
NYK101578,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK101579,tier3,wellness,on_time,correct,not_applicable,app,0,0
NYK101580,tier3,haircare,on_time,correct,not_applicable,social,0,0
NYK101581,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101582,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK101583,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101584,tier2,makeup,delayed,damaged,replaced,social,0,1
NYK101585,tier3,skincare,not_delivered,correct,replaced,app,0,1
NYK101586,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101587,tier2,wellness,on_time,damaged,unresolved,call,1,0
NYK101588,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101589,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK101590,metro,skincare,on_time,wrong_item,refunded,email,0,0
NYK101591,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK101592,tier3,makeup,delayed,correct,denied,none,0,1
NYK101593,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK101594,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK101595,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101596,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101597,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK101598,tier3,skincare,delayed,correct,unresolved,none,0,1
NYK101599,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101600,tier3,skincare,delayed,correct,denied,app,0,1
NYK101601,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101602,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK101603,tier3,skincare,not_delivered,correct,refunded,call,0,1
NYK101604,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101605,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101606,tier3,haircare,on_time,damaged,refunded,call,0,0
NYK101607,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK101608,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK101609,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK101610,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK101611,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK101612,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK101613,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101614,tier3,wellness,delayed,correct,unresolved,call,0,1
NYK101615,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101616,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK101617,tier2,haircare,on_time,correct,not_applicable,social,0,0
NYK101618,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK101619,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK101620,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK101621,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK101622,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK101623,metro,makeup,on_time,correct,not_applicable,social,0,0
NYK101624,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK101625,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK101626,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK101627,metro,makeup,not_delivered,correct,refunded,app,0,1
NYK101628,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK101629,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101630,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK101631,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK101632,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK101633,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK101634,tier3,haircare,on_time,correct,not_applicable,call,0,0
